EVENT,station,PHASE,timestamp,WEIGHT
48,MOSI,S,2023-06-09T14:19:24.420000Z,2
48,RONC,S,2023-06-09T14:19:27.160000Z,2
49,LUSI,P,2023-06-09T17:32:22.280000Z,0
49,LUSI,S,2023-06-09T17:32:23.020000Z,1
49,GAGG,P,2023-06-09T17:32:23.700000Z,1
49,VARA,P,2023-06-09T17:32:25.080000Z,2
49,GAGG,S,2023-06-09T17:32:25.500000Z,0
49,DOSS,P,2023-06-09T17:32:25.540000Z,3
49,VARA,S,2023-06-09T17:32:27.180000Z,2
49,DOSS,S,2023-06-09T17:32:28.440000Z,2
50,AGOR,P,2023-06-10T03:34:10.260000Z,1
50,VARN,P,2023-06-10T03:34:11.160000Z,0
50,CIMO,P,2023-06-10T03:34:11.320000Z,0
50,CAE,P,2023-06-10T03:34:12.190000Z,2
50,AGOR,S,2023-06-10T03:34:12.540000Z,2
50,POLC,P,2023-06-10T03:34:12.640000Z,2
50,MLN,P,2023-06-10T03:34:12.820000Z,2
50,STAL,P,2023-06-10T03:34:14.210000Z,3
50,VARN,S,2023-06-10T03:34:14.290000Z,2
50,CTI,P,2023-06-10T03:34:14.510000Z,2
50,CIMO,S,2023-06-10T03:34:14.610000Z,2
50,CAE,S,2023-06-10T03:34:16.010000Z,2
50,POLC,S,2023-06-10T03:34:16.770000Z,2
50,MLN,S,2023-06-10T03:34:17.440000Z,2
50,CTI,S,2023-06-10T03:34:20.460000Z,3
52,TRI,P,2023-06-11T07:45:59.210000Z,0
52,DST2,P,2023-06-11T07:46:00.300000Z,0
52,SABO,P,2023-06-11T07:46:04.910000Z,0
52,VOJS,P,2023-06-11T07:46:05.020000Z,2
53,MPRI,P,2023-06-11T21:30:25.750000Z,0
53,BOO,P,2023-06-11T21:30:26.420000Z,1
53,FUSE,P,2023-06-11T21:30:26.590000Z,2
53,MPRI,S,2023-06-11T21:30:27.160000Z,2
53,GEPF,P,2023-06-11T21:30:27.200000Z,2
53,CLUD,P,2023-06-11T21:30:27.210000Z,0
53,STAL,P,2023-06-11T21:30:27.260000Z,0
53,PURA,P,2023-06-11T21:30:27.600000Z,0
53,BOO,S,2023-06-11T21:30:28.510000Z,2
53,BAD,P,2023-06-11T21:30:28.540000Z,0
53,FUSE,S,2023-06-11T21:30:28.620000Z,2
53,VINO,P,2023-06-11T21:30:28.850000Z,2
53,MLN,P,2023-06-11T21:30:29.590000Z,1
53,CLUD,S,2023-06-11T21:30:29.780000Z,0
53,PLRO,P,2023-06-11T21:30:29.840000Z,2
53,PTCC,P,2023-06-11T21:30:29.890000Z,2
53,STAL,S,2023-06-11T21:30:30.030000Z,2
53,GEPF,S,2023-06-11T21:30:30.160000Z,2
53,CIMO,P,2023-06-11T21:30:30.490000Z,2
53,PURA,S,2023-06-11T21:30:30.530000Z,2
53,ROBS,P,2023-06-11T21:30:31.710000Z,2
53,BAD,S,2023-06-11T21:30:32.310000Z,2
53,POLC,P,2023-06-11T21:30:32.390000Z,2
53,PRED,P,2023-06-11T21:30:32.790000Z,2
53,CAE,P,2023-06-11T21:30:32.960000Z,2
53,VINO,S,2023-06-11T21:30:32.970000Z,2
53,ACOM,P,2023-06-11T21:30:33.330000Z,2
53,MLN,S,2023-06-11T21:30:33.870000Z,2
53,PLRO,S,2023-06-11T21:30:34.220000Z,2
53,ABTA,P,2023-06-11T21:30:34.270000Z,2
53,CADS,P,2023-06-11T21:30:34.660000Z,3
53,PTCC,S,2023-06-11T21:30:34.800000Z,2
53,SABO,P,2023-06-11T21:30:35.110000Z,3
53,CIMO,S,2023-06-11T21:30:35.350000Z,3
53,GORS,P,2023-06-11T21:30:38.220000Z,2
53,ROBS,S,2023-06-11T21:30:38.550000Z,2
53,PRED,S,2023-06-11T21:30:40.160000Z,2
53,ACOM,S,2023-06-11T21:30:40.670000Z,2
53,ABTA,S,2023-06-11T21:30:41.970000Z,2
53,CADS,S,2023-06-11T21:30:43.390000Z,2
53,SABO,S,2023-06-11T21:30:43.960000Z,3
54,BOO,P,2023-06-11T23:30:42.490000Z,1
54,FUSE,P,2023-06-11T23:30:42.580000Z,2
54,MPRI,P,2023-06-11T23:30:42.960000Z,0
54,CLUD,P,2023-06-11T23:30:43.440000Z,0
54,BOO,S,2023-06-11T23:30:44.290000Z,2
54,FUSE,S,2023-06-11T23:30:44.320000Z,2
54,PURA,P,2023-06-11T23:30:44.350000Z,2
54,MPRI,S,2023-06-11T23:30:44.760000Z,2
54,CLUD,S,2023-06-11T23:30:45.910000Z,2
54,PURA,S,2023-06-11T23:30:47.470000Z,1
55,VOJS,P,2023-06-12T08:28:20.030000Z,2
55,VOJS,S,2023-06-12T08:28:22.820000Z,2
55,SABO,P,2023-06-12T08:28:23.030000Z,2
55,DRE,P,2023-06-12T08:28:24.400000Z,1
55,SABO,S,2023-06-12T08:28:27.370000Z,1
55,DRE,S,2023-06-12T08:28:29.920000Z,1
58,PANI,P,2023-06-12T10:04:37.510000Z,0
58,GAGG,P,2023-06-12T10:04:37.940000Z,0
58,LUSI,P,2023-06-12T10:04:39.490000Z,1
58,DOSS,P,2023-06-12T10:04:39.710000Z,0
59,VOJS,P,2023-06-12T11:18:45.130000Z,1
60,ABTA,P,2023-06-12T19:18:57.820000Z,1
60,CIMO,P,2023-06-12T19:18:58.830000Z,1
60,PURA,P,2023-06-12T19:19:00.640000Z,2
60,ABTA,S,2023-06-12T19:19:01.880000Z,2
60,CLUD,P,2023-06-12T19:19:02.390000Z,2
60,ZIAN,P,2023-06-12T19:19:02.600000Z,0
60,KOSI,P,2023-06-12T19:19:03.310000Z,0
60,VARN,P,2023-06-12T19:19:03.640000Z,0
60,ABSI,P,2023-06-12T19:19:03.760000Z,0
60,CIMO,S,2023-06-12T19:19:03.840000Z,2
60,CTI,P,2023-06-12T19:19:04.840000Z,2
60,PLRO,P,2023-06-12T19:19:04.970000Z,2
60,OZOL,P,2023-06-12T19:19:07.560000Z,0
60,PANI,P,2023-06-12T19:19:07.570000Z,0
60,ACOM,P,2023-06-12T19:19:09.510000Z,2
60,KBA,P,2023-06-12T19:19:10.020000Z,2
60,ZIAN,S,2023-06-12T19:19:10.110000Z,3
60,GAGG,P,2023-06-12T19:19:11.080000Z,0
60,DOSS,P,2023-06-12T19:19:11.210000Z,1
60,KOSI,S,2023-06-12T19:19:11.310000Z,0
60,LUSI,P,2023-06-12T19:19:12.540000Z,1
60,ABSI,S,2023-06-12T19:19:12.540000Z,2
60,VARN,S,2023-06-12T19:19:12.610000Z,3
60,CTI,S,2023-06-12T19:19:14.170000Z,3
60,PLRO,S,2023-06-12T19:19:15.060000Z,3
60,PANI,S,2023-06-12T19:19:18.710000Z,3
60,OZOL,S,2023-06-12T19:19:18.970000Z,3
60,PURA,S,2023-06-12T19:20:08.500000Z,3
60,CLUD,S,2023-06-12T19:20:33.600000Z,2
61,PRED,P,2023-06-13T06:31:09.520000Z,0
61,CADS,P,2023-06-13T06:31:10.550000Z,0
61,ROBS,P,2023-06-13T06:31:10.820000Z,0
61,PRED,S,2023-06-13T06:31:11.330000Z,2
61,DRE,P,2023-06-13T06:31:11.360000Z,0
61,ACOM,P,2023-06-13T06:31:11.420000Z,0
61,PTCC,P,2023-06-13T06:31:11.810000Z,0
61,GORS,P,2023-06-13T06:31:11.860000Z,0
61,MYKA,P,2023-06-13T06:31:12.540000Z,1
61,VINO,P,2023-06-13T06:31:12.940000Z,0
61,CADS,S,2023-06-13T06:31:13.140000Z,2
61,BAD,P,2023-06-13T06:31:13.490000Z,2
61,ROBS,S,2023-06-13T06:31:13.750000Z,2
61,VOJS,P,2023-06-13T06:31:14.380000Z,2
61,DRE,S,2023-06-13T06:31:14.740000Z,2
61,ACOM,S,2023-06-13T06:31:14.800000Z,0
61,PLRO,P,2023-06-13T06:31:14.940000Z,2
61,SABO,P,2023-06-13T06:31:14.940000Z,0
61,PTCC,S,2023-06-13T06:31:15.390000Z,1
61,GORS,S,2023-06-13T06:31:15.590000Z,1
61,MYKA,S,2023-06-13T06:31:16.370000Z,2
61,MPRI,P,2023-06-13T06:31:16.890000Z,3
61,VINO,S,2023-06-13T06:31:17.680000Z,2
61,CLUD,P,2023-06-13T06:31:18.070000Z,3
61,BAD,S,2023-06-13T06:31:19.080000Z,2
61,VOJS,S,2023-06-13T06:31:20.430000Z,2
61,SABO,S,2023-06-13T06:31:20.640000Z,2
61,PLRO,S,2023-06-13T06:31:20.840000Z,0
61,MPRI,S,2023-06-13T06:31:24.050000Z,3
61,CLUD,S,2023-06-13T06:31:26.190000Z,2
62,BRMO,P,2023-06-13T10:47:38.270000Z,0
62,MOSI,P,2023-06-13T10:47:38.750000Z,1
62,BRMO,S,2023-06-13T10:47:39.630000Z,2
62,CARE,P,2023-06-13T10:47:40.400000Z,0
62,MOSI,S,2023-06-13T10:47:40.560000Z,2
62,CARE,S,2023-06-13T10:47:43.180000Z,2
63,BALD,P,2023-06-13T17:17:08.250000Z,2
63,MARN,P,2023-06-13T17:17:08.440000Z,0
63,MAGA,P,2023-06-13T17:17:09.860000Z,2
63,VARA,P,2023-06-13T17:17:10.650000Z,1
63,DOSS,P,2023-06-13T17:17:12.150000Z,0
63,LUSI,P,2023-06-13T17:17:12.950000Z,0
63,RONC,P,2023-06-13T17:17:13.490000Z,1
63,MABI,P,2023-06-13T17:17:14.980000Z,2
63,GAGG,P,2023-06-13T17:17:15.080000Z,0
63,PANI,P,2023-06-13T17:17:15.580000Z,0
63,MARN,S,2023-06-13T17:17:16.830000Z,3
63,VARN,P,2023-06-13T17:17:19.510000Z,2
63,MAGA,S,2023-06-13T17:17:19.800000Z,2
63,ZIAN,P,2023-06-13T17:17:19.930000Z,2
63,OZOL,P,2023-06-13T17:17:20.280000Z,0
63,VARA,S,2023-06-13T17:17:21.040000Z,3
63,KOSI,P,2023-06-13T17:17:22.040000Z,0
63,DOSS,S,2023-06-13T17:17:23.620000Z,3
63,LUSI,S,2023-06-13T17:17:24.860000Z,3
63,ABSI,P,2023-06-13T17:17:25.430000Z,3
63,RONC,S,2023-06-13T17:17:25.900000Z,3
63,GAGG,S,2023-06-13T17:17:28.450000Z,3
63,MABI,S,2023-06-13T17:17:28.520000Z,2
63,PANI,S,2023-06-13T17:17:29.710000Z,2
64,SABO,P,2023-06-14T00:33:49.130000Z,0
64,VOJS,P,2023-06-14T00:33:49.500000Z,0
64,DRE,P,2023-06-14T00:33:49.660000Z,0
64,CADS,P,2023-06-14T00:33:50.330000Z,0
64,SABO,S,2023-06-14T00:33:51.120000Z,2
64,ROBS,P,2023-06-14T00:33:51.350000Z,2
64,VOJS,S,2023-06-14T00:33:51.890000Z,2
64,DRE,S,2023-06-14T00:33:52.160000Z,2
64,GORS,P,2023-06-14T00:33:52.990000Z,2
64,CADS,S,2023-06-14T00:33:53.370000Z,2
64,ROBS,S,2023-06-14T00:33:55.370000Z,2
64,GORS,S,2023-06-14T00:33:58.310000Z,3
65,PURA,P,2023-06-14T05:11:25.510000Z,0
65,PURA,S,2023-06-14T05:11:26.560000Z,2
65,CLUD,P,2023-06-14T05:11:26.690000Z,2
65,STAL,P,2023-06-14T05:11:28.260000Z,0
65,FUSE,P,2023-06-14T05:11:28.410000Z,2
65,CIMO,P,2023-06-14T05:11:28.540000Z,2
65,CLUD,S,2023-06-14T05:11:28.780000Z,2
65,PLRO,P,2023-06-14T05:11:30.440000Z,2
65,STAL,S,2023-06-14T05:11:31.640000Z,3
65,FUSE,S,2023-06-14T05:11:31.880000Z,2
65,CIMO,S,2023-06-14T05:11:32.160000Z,2
65,PLRO,S,2023-06-14T05:11:35.540000Z,2
66,MYKA,P,2023-06-14T06:29:20.750000Z,0
66,MYKA,S,2023-06-14T06:29:21.900000Z,0
66,ACOM,P,2023-06-14T06:29:23.300000Z,0
66,ACOM,S,2023-06-14T06:29:26.390000Z,2
66,PTCC,P,2023-06-14T06:29:26.910000Z,0
66,PLRO,P,2023-06-14T06:29:27.470000Z,2
66,PTCC,S,2023-06-14T06:29:31.830000Z,2
67,TRI,P,2023-06-14T08:41:55.080000Z,0
67,DST2,P,2023-06-14T08:41:56.070000Z,1
67,TRI,S,2023-06-14T08:41:57.760000Z,3
67,SABO,P,2023-06-14T08:42:00.370000Z,0
67,VOJS,P,2023-06-14T08:42:01.850000Z,0
67,SABO,S,2023-06-14T08:42:58.800000Z,3
67,VOJS,S,2023-06-14T08:43:28.700000Z,3
68,VOJS,P,2023-06-14T08:57:52.470000Z,1
69,DST2,P,2023-06-14T09:18:19.260000Z,2
69,DST2,S,2023-06-14T09:18:20.880000Z,2
69,SABO,P,2023-06-14T09:18:23.740000Z,2
69,SABO,S,2023-06-14T09:18:29.020000Z,3
70,PANI,P,2023-06-14T10:04:56.910000Z,0
70,GAGG,P,2023-06-14T10:04:57.520000Z,0
70,OZOL,P,2023-06-14T10:04:58.270000Z,0
70,ZIAN,P,2023-06-14T10:04:58.850000Z,0
70,LUSI,P,2023-06-14T10:04:59.190000Z,0
70,DOSS,P,2023-06-14T10:04:59.540000Z,0
70,KOSI,P,2023-06-14T10:04:59.600000Z,0
70,CTI,P,2023-06-14T10:05:00.120000Z,0
70,MABI,P,2023-06-14T10:05:03.000000Z,2
70,ABSI,P,2023-06-14T10:05:04.250000Z,2
71,CLUD,P,2023-06-14T10:20:10.030000Z,0
71,FUSE,P,2023-06-14T10:20:10.160000Z,0
71,BOO,P,2023-06-14T10:20:11.180000Z,2
71,MPRI,P,2023-06-14T10:20:11.390000Z,0
71,STAL,P,2023-06-14T10:20:11.650000Z,0
71,CLUD,S,2023-06-14T10:20:11.860000Z,1
71,FUSE,S,2023-06-14T10:20:12.140000Z,0
71,PLRO,P,2023-06-14T10:20:12.770000Z,2
71,BOO,S,2023-06-14T10:20:14.020000Z,2
71,MPRI,S,2023-06-14T10:20:14.480000Z,2
71,STAL,S,2023-06-14T10:20:14.850000Z,2
71,PLRO,S,2023-06-14T10:20:16.610000Z,2
72,MYKA,P,2023-06-14T10:28:02.540000Z,1
72,ACOM,P,2023-06-14T10:28:04.180000Z,0
72,PRED,P,2023-06-14T10:28:05.550000Z,0
72,PTCC,P,2023-06-14T10:28:07.250000Z,0
72,PLRO,P,2023-06-14T10:28:08.310000Z,0
72,ROBS,P,2023-06-14T10:28:09.230000Z,0
72,GORS,P,2023-06-14T10:28:09.730000Z,0
72,CADS,P,2023-06-14T10:28:09.800000Z,0
72,VINO,P,2023-06-14T10:28:10.260000Z,0
72,BAD,P,2023-06-14T10:28:10.910000Z,0
73,PANI,P,2023-06-14T10:35:33.090000Z,0
73,GAGG,P,2023-06-14T10:35:33.830000Z,0
73,LUSI,P,2023-06-14T10:35:35.280000Z,0
73,DOSS,P,2023-06-14T10:35:35.380000Z,0
73,ZIAN,P,2023-06-14T10:35:36.340000Z,0
74,SABO,P,2023-06-14T11:59:35.760000Z,0
74,DRE,P,2023-06-14T11:59:36.630000Z,0
74,VOJS,P,2023-06-14T11:59:37.830000Z,0
74,CADS,P,2023-06-14T11:59:38.130000Z,0
74,VINO,P,2023-06-14T11:59:40.970000Z,0
75,DOSS,P,2023-06-15T00:41:10.750000Z,2
75,VARA,P,2023-06-15T00:41:11.260000Z,0
75,MARN,P,2023-06-15T00:41:11.600000Z,0
75,LUSI,P,2023-06-15T00:41:12.100000Z,0
75,BALD,P,2023-06-15T00:41:12.410000Z,0
75,DOSS,S,2023-06-15T00:41:12.840000Z,2
75,VARA,S,2023-06-15T00:41:13.540000Z,2
75,GAGG,P,2023-06-15T00:41:14.120000Z,0
75,MARN,S,2023-06-15T00:41:14.180000Z,0
75,PANI,P,2023-06-15T00:41:14.190000Z,0
75,RONC,P,2023-06-15T00:41:15.080000Z,0
75,LUSI,S,2023-06-15T00:41:15.130000Z,2
75,BALD,S,2023-06-15T00:41:15.830000Z,2
75,CTI,P,2023-06-15T00:41:16.820000Z,0
75,PANI,S,2023-06-15T00:41:18.370000Z,2
75,GAGG,S,2023-06-15T00:41:18.720000Z,2
75,OZOL,P,2023-06-15T00:41:19.680000Z,2
75,RONC,S,2023-06-15T00:41:20.820000Z,2
75,KOSI,P,2023-06-15T00:41:21.330000Z,0
75,CTI,S,2023-06-15T00:41:23.230000Z,2
75,ABSI,P,2023-06-15T00:41:25.760000Z,3
76,VOJS,P,2023-06-15T08:57:26.980000Z,2
76,CADS,P,2023-06-15T08:57:29.360000Z,2
76,SABO,P,2023-06-15T08:57:30.570000Z,2
77,SABO,P,2023-06-16T10:03:16.220000Z,3
77,VOJS,P,2023-06-16T10:03:19.430000Z,0
77,DRE,P,2023-06-16T10:03:19.860000Z,0
77,CADS,P,2023-06-16T10:03:21.360000Z,0
77,ROBS,P,2023-06-16T10:03:22.060000Z,0
78,VOJS,P,2023-06-16T14:38:48.460000Z,1
79,MYKA,P,2023-06-16T21:16:23.630000Z,0
79,ACOM,P,2023-06-16T21:16:25.290000Z,0
79,MYKA,S,2023-06-16T21:16:25.310000Z,1
79,PRED,P,2023-06-16T21:16:26.040000Z,0
79,ACOM,S,2023-06-16T21:16:28.200000Z,2
79,PLRO,P,2023-06-16T21:16:29.150000Z,0
79,ROBS,P,2023-06-16T21:16:29.340000Z,0
79,PRED,S,2023-06-16T21:16:29.580000Z,2
79,PLRO,S,2023-06-16T21:16:35.080000Z,2
79,ROBS,S,2023-06-16T21:16:35.650000Z,2
80,MYKA,P,2023-06-18T03:46:52.540000Z,0
80,MYKA,S,2023-06-18T03:46:54.220000Z,2
80,ACOM,P,2023-06-18T03:46:54.620000Z,2
80,PRED,P,2023-06-18T03:46:54.920000Z,0
80,ACOM,S,2023-06-18T03:46:57.060000Z,2
80,PTCC,P,2023-06-18T03:46:57.130000Z,0
80,GORS,P,2023-06-18T03:46:57.640000Z,0
80,PRED,S,2023-06-18T03:46:58.440000Z,2
80,PTCC,S,2023-06-18T03:47:01.970000Z,1
80,GORS,S,2023-06-18T03:47:02.990000Z,2
81,ROBS,P,2023-06-18T06:16:46.990000Z,0
81,DRE,P,2023-06-18T06:16:48.070000Z,0
81,VINO,P,2023-06-18T06:16:48.130000Z,0
81,BAD,P,2023-06-18T06:16:48.470000Z,0
81,ROBS,S,2023-06-18T06:16:48.550000Z,1
81,CADS,P,2023-06-18T06:16:48.830000Z,0
81,PTCC,P,2023-06-18T06:16:48.960000Z,0
81,PRED,P,2023-06-18T06:16:49.430000Z,0
81,SABO,P,2023-06-18T06:16:50.340000Z,0
81,BOO,P,2023-06-18T06:16:50.460000Z,2
81,DRE,S,2023-06-18T06:16:50.670000Z,2
81,VINO,S,2023-06-18T06:16:50.760000Z,1
81,BAD,S,2023-06-18T06:16:51.470000Z,2
81,PTCC,S,2023-06-18T06:16:52.320000Z,2
81,PRED,S,2023-06-18T06:16:53.190000Z,0
81,SABO,S,2023-06-18T06:16:54.370000Z,3
81,BOO,S,2023-06-18T06:16:54.470000Z,1
83,GORS,P,2023-06-18T12:07:42.430000Z,2
83,MYKA,P,2023-06-18T12:07:44.130000Z,2
83,CADS,P,2023-06-18T12:07:45.440000Z,2
83,GORS,S,2023-06-18T12:07:46.160000Z,2
83,MYKA,S,2023-06-18T12:07:48.050000Z,4
83,CADS,S,2023-06-18T12:07:51.310000Z,2
84,BOO,P,2023-06-19T00:23:30.260000Z,0
84,FUSE,P,2023-06-19T00:23:30.450000Z,2
84,MPRI,P,2023-06-19T00:23:31.530000Z,0
84,BOO,S,2023-06-19T00:23:31.770000Z,2
84,FUSE,S,2023-06-19T00:23:32.120000Z,2
84,MPRI,S,2023-06-19T00:23:34.080000Z,3
85,BRMO,P,2023-06-19T10:12:39.670000Z,0
85,MOSI,P,2023-06-19T10:12:40.650000Z,0
85,CARE,P,2023-06-19T10:12:40.920000Z,0
85,BRMO,S,2023-06-19T10:12:41.030000Z,1
85,MOSI,S,2023-06-19T10:12:42.800000Z,2
85,CARE,S,2023-06-19T10:12:43.140000Z,2
86,VOJS,P,2023-06-19T11:59:09.570000Z,0
86,VOJS,S,2023-06-19T11:59:19.240000Z,1
87,VOJS,P,2023-06-19T12:38:20.920000Z,0
88,MYKA,P,2023-06-19T12:49:42.410000Z,2
88,MYKA,S,2023-06-19T12:49:44.180000Z,2
88,ACOM,P,2023-06-19T12:49:45.250000Z,2
88,ACOM,S,2023-06-19T12:49:47.810000Z,2
88,PLRO,P,2023-06-19T12:49:49.370000Z,2
88,PLRO,S,2023-06-19T12:49:54.930000Z,3
89,PRED,P,2023-06-19T22:04:19.720000Z,0
89,CADS,P,2023-06-19T22:04:20.740000Z,0
89,ROBS,P,2023-06-19T22:04:21.020000Z,0
89,DRE,P,2023-06-19T22:04:21.560000Z,0
89,PRED,S,2023-06-19T22:04:21.570000Z,2
89,PTCC,P,2023-06-19T22:04:21.870000Z,0
89,ACOM,P,2023-06-19T22:04:21.900000Z,2
89,GORS,P,2023-06-19T22:04:22.140000Z,2
89,MYKA,P,2023-06-19T22:04:22.690000Z,2
89,VINO,P,2023-06-19T22:04:23.140000Z,2
89,CADS,S,2023-06-19T22:04:23.560000Z,2
89,ROBS,S,2023-06-19T22:04:23.920000Z,2
89,BAD,P,2023-06-19T22:04:23.930000Z,2
89,VOJS,P,2023-06-19T22:04:24.620000Z,2
89,DRE,S,2023-06-19T22:04:24.800000Z,2
89,ACOM,S,2023-06-19T22:04:25.140000Z,2
89,SABO,P,2023-06-19T22:04:25.240000Z,3
89,PTCC,S,2023-06-19T22:04:25.600000Z,2
89,PLRO,P,2023-06-19T22:04:25.670000Z,2
89,GORS,S,2023-06-19T22:04:25.810000Z,2
89,MYKA,S,2023-06-19T22:04:26.490000Z,2
89,MPRI,P,2023-06-19T22:04:27.230000Z,2
89,VINO,S,2023-06-19T22:04:27.960000Z,2
89,BAD,S,2023-06-19T22:04:29.120000Z,2
89,VOJS,S,2023-06-19T22:04:30.420000Z,2
89,SABO,S,2023-06-19T22:04:30.940000Z,3
89,PLRO,S,2023-06-19T22:04:31.750000Z,2
89,MPRI,S,2023-06-19T22:04:34.150000Z,3
90,VINO,P,2023-06-19T23:49:07.780000Z,0
90,BAD,P,2023-06-19T23:49:08.270000Z,0
90,ROBS,P,2023-06-19T23:49:08.960000Z,0
90,GEPF,P,2023-06-19T23:49:09.350000Z,1
90,PTCC,P,2023-06-19T23:49:09.490000Z,0
90,BOO,P,2023-06-19T23:49:09.890000Z,0
90,DRE,P,2023-06-19T23:49:11.110000Z,1
90,MPRI,P,2023-06-19T23:49:11.140000Z,0
90,PRED,P,2023-06-19T23:49:11.250000Z,2
90,ROBS,S,2023-06-19T23:49:11.480000Z,3
90,GEPF,S,2023-06-19T23:49:11.670000Z,2
90,PTCC,S,2023-06-19T23:49:11.940000Z,0
90,CADS,P,2023-06-19T23:49:12.020000Z,2
90,BOO,S,2023-06-19T23:49:12.640000Z,2
90,PLRO,P,2023-06-19T23:49:12.750000Z,2
90,SABO,P,2023-06-19T23:49:13.280000Z,0
90,VOJS,P,2023-06-19T23:49:14.960000Z,2
90,DRE,S,2023-06-19T23:49:14.980000Z,2
90,PRED,S,2023-06-19T23:49:15.060000Z,0
90,MPRI,S,2023-06-19T23:49:15.140000Z,2
90,GORS,P,2023-06-19T23:49:15.260000Z,2
90,CADS,S,2023-06-19T23:49:16.390000Z,2
90,PLRO,S,2023-06-19T23:49:17.350000Z,2
90,SABO,S,2023-06-19T23:49:18.410000Z,3
90,VOJS,S,2023-06-19T23:49:22.390000Z,3
90,VINO,S,2023-06-19T23:50:27.300000Z,1
90,BAD,S,2023-06-19T23:50:36.600000Z,2
91,PRED,P,2023-06-20T00:08:19.410000Z,0
91,CADS,P,2023-06-20T00:08:20.430000Z,0
91,ROBS,P,2023-06-20T00:08:20.690000Z,0
91,PRED,S,2023-06-20T00:08:21.130000Z,2
91,DRE,P,2023-06-20T00:08:21.270000Z,0
91,ACOM,P,2023-06-20T00:08:21.350000Z,1
91,PTCC,P,2023-06-20T00:08:21.720000Z,0
91,GORS,P,2023-06-20T00:08:21.750000Z,0
91,VINO,P,2023-06-20T00:08:22.870000Z,1
91,CADS,S,2023-06-20T00:08:23.220000Z,1
91,ROBS,S,2023-06-20T00:08:23.590000Z,2
91,VOJS,P,2023-06-20T00:08:24.330000Z,2
91,ACOM,S,2023-06-20T00:08:24.510000Z,0
91,DRE,S,2023-06-20T00:08:24.710000Z,0
91,PTCC,S,2023-06-20T00:08:25.170000Z,2
91,GORS,S,2023-06-20T00:08:25.480000Z,0
91,VINO,S,2023-06-20T00:08:27.380000Z,2
91,VOJS,S,2023-06-20T00:08:30.220000Z,0
92,PRED,P,2023-06-20T03:40:33.070000Z,2
92,CADS,P,2023-06-20T03:40:33.990000Z,2
92,PRED,S,2023-06-20T03:40:34.700000Z,2
92,DRE,P,2023-06-20T03:40:34.890000Z,2
92,GORS,P,2023-06-20T03:40:35.510000Z,2
92,CADS,S,2023-06-20T03:40:36.760000Z,2
