EVENT,station,PHASE,timestamp,WEIGHT
92,DRE,S,2023-06-20T03:40:38.070000Z,2
92,GORS,S,2023-06-20T03:40:39.100000Z,2
93,TRI,P,2023-06-20T09:16:32.430000Z,0
95,SABO,P,2023-06-21T11:59:27.870000Z,0
95,DRE,P,2023-06-21T11:59:28.740000Z,0
95,VOJS,P,2023-06-21T11:59:29.890000Z,0
95,CADS,P,2023-06-21T11:59:30.130000Z,0
95,ROBS,P,2023-06-21T11:59:30.780000Z,0
95,VINO,P,2023-06-21T11:59:32.750000Z,0
95,BAD,P,2023-06-21T11:59:33.040000Z,0
96,ROBS,P,2023-06-21T14:18:23.830000Z,1
96,PRED,P,2023-06-21T14:18:24.640000Z,2
96,CADS,P,2023-06-21T14:18:24.880000Z,2
96,DRE,P,2023-06-21T14:18:24.990000Z,0
96,VINO,P,2023-06-21T14:18:26.310000Z,0
96,PRED,S,2023-06-21T14:18:26.740000Z,2
96,ACOM,P,2023-06-21T14:18:26.770000Z,0
96,BAD,P,2023-06-21T14:18:26.970000Z,2
96,CADS,S,2023-06-21T14:18:27.090000Z,2
96,DRE,S,2023-06-21T14:18:27.550000Z,2
96,GORS,P,2023-06-21T14:18:27.620000Z,2
96,VOJS,P,2023-06-21T14:18:28.780000Z,2
96,VINO,S,2023-06-21T14:18:29.950000Z,2
96,ACOM,S,2023-06-21T14:18:30.580000Z,2
96,BAD,S,2023-06-21T14:18:30.940000Z,2
96,GORS,S,2023-06-21T14:18:31.700000Z,2
96,VOJS,S,2023-06-21T14:18:34.120000Z,3
97,STAL,P,2023-06-22T05:17:54.300000Z,0
97,PURA,P,2023-06-22T05:17:54.930000Z,0
97,CIMO,P,2023-06-22T05:17:55.560000Z,2
97,MLN,P,2023-06-22T05:17:55.900000Z,2
97,STAL,S,2023-06-22T05:17:56.330000Z,0
97,PURA,S,2023-06-22T05:17:57.430000Z,2
97,CIMO,S,2023-06-22T05:17:58.010000Z,2
97,MLN,S,2023-06-22T05:17:58.930000Z,0
98,VOJS,P,2023-06-22T07:15:17.870000Z,0
98,GORS,P,2023-06-22T07:15:18.870000Z,2
98,DRE,P,2023-06-22T07:15:21.300000Z,0
98,SABO,P,2023-06-22T07:15:21.410000Z,2
98,VOJS,S,2023-06-22T07:15:21.790000Z,2
98,GORS,S,2023-06-22T07:15:23.570000Z,3
98,DRE,S,2023-06-22T07:15:27.470000Z,2
98,SABO,S,2023-06-22T07:15:28.360000Z,0
100,TRI,P,2023-06-22T09:03:56.700000Z,0
100,DST2,P,2023-06-22T09:03:57.820000Z,0
101,PURA,P,2023-06-22T13:30:15.450000Z,2
101,STAL,P,2023-06-22T13:30:15.500000Z,2
101,CLUD,P,2023-06-22T13:30:15.560000Z,2
101,MPRI,P,2023-06-22T13:30:15.630000Z,0
101,FUSE,P,2023-06-22T13:30:15.670000Z,2
101,BOO,P,2023-06-22T13:30:16.270000Z,2
101,PURA,S,2023-06-22T13:30:17.490000Z,2
101,STAL,S,2023-06-22T13:30:17.610000Z,2
101,FUSE,S,2023-06-22T13:30:17.660000Z,2
101,CLUD,S,2023-06-22T13:30:17.690000Z,1
101,MPRI,S,2023-06-22T13:30:17.910000Z,2
101,CIMO,P,2023-06-22T13:30:17.970000Z,1
101,BAD,P,2023-06-22T13:30:18.570000Z,1
101,PLRO,P,2023-06-22T13:30:18.850000Z,1
101,BOO,S,2023-06-22T13:30:18.860000Z,2
101,CIMO,S,2023-06-22T13:30:22.330000Z,2
101,BAD,S,2023-06-22T13:30:22.950000Z,3
101,PLRO,S,2023-06-22T13:30:23.350000Z,2
102,STAL,P,2023-06-22T14:59:48.640000Z,0
102,PURA,P,2023-06-22T14:59:49.210000Z,2
102,CIMO,P,2023-06-22T14:59:49.250000Z,0
102,MLN,P,2023-06-22T14:59:50.140000Z,0
102,STAL,S,2023-06-22T14:59:50.430000Z,2
102,CIMO,S,2023-06-22T14:59:51.160000Z,2
102,PURA,S,2023-06-22T14:59:51.190000Z,2
102,MLN,S,2023-06-22T14:59:53.220000Z,2
103,PANI,P,2023-06-22T15:16:33.170000Z,0
103,GAGG,P,2023-06-22T15:16:33.710000Z,0
103,LUSI,P,2023-06-22T15:16:35.170000Z,0
103,DOSS,P,2023-06-22T15:16:35.350000Z,0
103,OZOL,P,2023-06-22T15:16:36.000000Z,1
103,ZIAN,P,2023-06-22T15:16:36.280000Z,0
103,VARA,P,2023-06-22T15:16:37.660000Z,2
104,FUSE,P,2023-06-22T18:52:24.240000Z,1
104,CLUD,P,2023-06-22T18:52:25.000000Z,2
104,BOO,P,2023-06-22T18:52:25.410000Z,3
104,FUSE,S,2023-06-22T18:52:26.030000Z,2
104,PLRO,P,2023-06-22T18:52:26.290000Z,0
104,PURA,P,2023-06-22T18:52:26.570000Z,2
104,CLUD,S,2023-06-22T18:52:26.910000Z,2
104,BOO,S,2023-06-22T18:52:27.640000Z,2
104,PLRO,S,2023-06-22T18:52:29.210000Z,2
104,PURA,S,2023-06-22T18:52:29.700000Z,2
105,CAE,P,2023-06-23T05:21:50.300000Z,0
105,POLC,P,2023-06-23T05:21:51.190000Z,0
105,CAE,S,2023-06-23T05:21:51.900000Z,2
105,VARN,P,2023-06-23T05:21:52.240000Z,0
105,MLN,P,2023-06-23T05:21:52.820000Z,0
105,POLC,S,2023-06-23T05:21:53.420000Z,2
105,CIMO,P,2023-06-23T05:21:53.750000Z,0
105,AGOR,P,2023-06-23T05:21:54.610000Z,1
105,STAL,P,2023-06-23T05:21:54.840000Z,2
105,VARN,S,2023-06-23T05:21:55.310000Z,1
105,MLN,S,2023-06-23T05:21:56.500000Z,3
105,PURA,P,2023-06-23T05:21:57.400000Z,3
105,CTI,P,2023-06-23T05:21:57.440000Z,3
105,MPRI,P,2023-06-23T05:21:57.900000Z,2
105,CIMO,S,2023-06-23T05:21:58.420000Z,2
105,CLUD,P,2023-06-23T05:21:59.010000Z,2
105,FUSE,P,2023-06-23T05:21:59.490000Z,3
105,ZIAN,P,2023-06-23T05:21:59.580000Z,2
105,GEPF,P,2023-06-23T05:21:59.660000Z,3
105,BOO,P,2023-06-23T05:21:59.660000Z,2
105,AGOR,S,2023-06-23T05:21:59.750000Z,2
105,STAL,S,2023-06-23T05:22:00.090000Z,2
105,BAD,P,2023-06-23T05:22:00.620000Z,2
105,VINO,P,2023-06-23T05:22:01.000000Z,2
105,PANI,P,2023-06-23T05:22:02.250000Z,2
105,PLRO,P,2023-06-23T05:22:02.690000Z,3
105,PTCC,P,2023-06-23T05:22:02.880000Z,3
105,KOSI,P,2023-06-23T05:22:03.520000Z,3
105,DOSS,P,2023-06-23T05:22:04.160000Z,2
105,SABO,P,2023-06-23T05:22:05.080000Z,3
105,CTI,S,2023-06-23T05:22:05.390000Z,3
105,DRE,P,2023-06-23T05:22:05.740000Z,2
105,MARN,P,2023-06-23T05:22:05.750000Z,2
105,CLUD,S,2023-06-23T05:22:07.700000Z,3
105,FUSE,S,2023-06-23T05:22:08.000000Z,2
105,GEPF,S,2023-06-23T05:22:08.050000Z,3
105,BOO,S,2023-06-23T05:22:08.840000Z,2
105,VINO,S,2023-06-23T05:22:10.330000Z,2
105,BAD,S,2023-06-23T05:22:10.500000Z,3
105,PANI,S,2023-06-23T05:22:12.380000Z,3
106,CAE,P,2023-06-23T05:27:53.550000Z,2
106,POLC,P,2023-06-23T05:27:54.410000Z,2
106,CAE,S,2023-06-23T05:27:54.940000Z,1
106,VARN,P,2023-06-23T05:27:55.630000Z,1
106,POLC,S,2023-06-23T05:27:56.530000Z,2
106,STAL,P,2023-06-23T05:27:58.410000Z,2
106,VARN,S,2023-06-23T05:27:58.490000Z,2
106,STAL,S,2023-06-23T05:28:04.120000Z,2
107,BRMO,P,2023-06-23T05:38:19.490000Z,2
107,MOSI,P,2023-06-23T05:38:19.980000Z,0
107,BRMO,S,2023-06-23T05:38:20.900000Z,2
107,CARE,P,2023-06-23T05:38:21.670000Z,2
107,MOSI,S,2023-06-23T05:38:21.720000Z,2
107,CARE,S,2023-06-23T05:38:24.360000Z,2
108,CTI,P,2023-06-23T06:58:16.340000Z,3
108,CTI,S,2023-06-23T06:58:18.670000Z,2
108,DOSS,P,2023-06-23T06:58:18.880000Z,3
108,DOSS,S,2023-06-23T06:58:24.360000Z,2
109,VOJS,P,2023-06-23T08:38:35.190000Z,2
110,GORS,P,2023-06-23T10:33:20.250000Z,2
110,VOJS,P,2023-06-23T10:33:23.390000Z,2
110,CADS,P,2023-06-23T10:33:23.810000Z,2
110,GORS,S,2023-06-23T10:33:24.920000Z,3
110,DRE,P,2023-06-23T10:33:25.270000Z,2
110,ACOM,P,2023-06-23T10:33:27.110000Z,3
110,VOJS,S,2023-06-23T10:33:30.750000Z,2
110,CADS,S,2023-06-23T10:33:31.550000Z,3
110,DRE,S,2023-06-23T10:33:34.180000Z,3
110,ACOM,S,2023-06-23T10:33:37.030000Z,2
111,CAE,P,2023-06-24T12:57:56.740000Z,1
111,POLC,P,2023-06-24T12:57:57.580000Z,0
111,CAE,S,2023-06-24T12:57:58.210000Z,2
111,VARN,P,2023-06-24T12:57:58.600000Z,0
111,MLN,P,2023-06-24T12:57:59.320000Z,0
111,POLC,S,2023-06-24T12:57:59.790000Z,2
111,CIMO,P,2023-06-24T12:58:00.150000Z,0
111,STAL,P,2023-06-24T12:58:01.500000Z,0
111,VARN,S,2023-06-24T12:58:01.610000Z,2
111,MLN,S,2023-06-24T12:58:03.220000Z,3
111,CLUD,P,2023-06-24T12:58:05.430000Z,2
111,BOO,P,2023-06-24T12:58:05.920000Z,2
111,ZIAN,P,2023-06-24T12:58:06.260000Z,2
111,VINO,P,2023-06-24T12:58:07.670000Z,3
111,CLUD,S,2023-06-24T12:58:13.660000Z,3
111,BOO,S,2023-06-24T12:58:14.880000Z,2
111,ZIAN,S,2023-06-24T12:58:15.110000Z,3
111,VINO,S,2023-06-24T12:58:17.830000Z,3
111,CIMO,S,2023-06-24T12:58:49.900000Z,2
111,STAL,S,2023-06-24T12:59:08.300000Z,3
112,PURA,P,2023-06-24T15:34:18.930000Z,0
112,CIMO,P,2023-06-24T15:34:20.120000Z,0
112,CLUD,P,2023-06-24T15:34:20.490000Z,2
112,STAL,P,2023-06-24T15:34:20.490000Z,2
112,PURA,S,2023-06-24T15:34:20.790000Z,2
112,CIMO,S,2023-06-24T15:34:22.930000Z,2
112,ABTA,P,2023-06-24T15:34:23.000000Z,1
112,CLUD,S,2023-06-24T15:34:23.420000Z,2
112,STAL,S,2023-06-24T15:34:23.710000Z,0
112,ABTA,S,2023-06-24T15:34:27.350000Z,2
115,BAD,P,2023-06-26T03:04:17.530000Z,1
115,BOO,P,2023-06-26T03:04:17.660000Z,2
115,PTCC,P,2023-06-26T03:04:18.400000Z,2
115,VINO,P,2023-06-26T03:04:18.570000Z,0
115,PTCC,S,2023-06-26T03:04:20.160000Z,2
115,BOO,S,2023-06-26T03:04:20.260000Z,3
115,BAD,S,2023-06-26T03:04:20.310000Z,3
115,VINO,S,2023-06-26T03:04:20.450000Z,2
115,PLRO,P,2023-06-26T03:04:20.680000Z,2
115,PRED,P,2023-06-26T03:04:20.920000Z,2
115,PLRO,S,2023-06-26T03:04:24.220000Z,2
115,PRED,S,2023-06-26T03:04:24.720000Z,2
116,PANI,P,2023-06-26T10:05:09.390000Z,0
116,GAGG,P,2023-06-26T10:05:10.010000Z,0
116,OZOL,P,2023-06-26T10:05:10.930000Z,1
116,ZIAN,P,2023-06-26T10:05:11.320000Z,0
116,VARN,P,2023-06-26T10:05:19.070000Z,1
117,PANI,P,2023-06-26T10:09:59.040000Z,1
117,GAGG,P,2023-06-26T10:09:59.520000Z,0
117,LUSI,P,2023-06-26T10:10:01.090000Z,0
117,DOSS,P,2023-06-26T10:10:01.280000Z,0
118,CADS,P,2023-06-26T15:55:30.690000Z,2
118,GORS,P,2023-06-26T15:55:32.190000Z,2
118,CADS,S,2023-06-26T15:55:32.280000Z,3
118,DRE,P,2023-06-26T15:55:32.770000Z,2
118,GORS,S,2023-06-26T15:55:34.190000Z,2
118,VOJS,P,2023-06-26T15:55:34.780000Z,0
118,PRED,P,2023-06-26T15:55:35.340000Z,2
118,DRE,S,2023-06-26T15:55:35.450000Z,2
118,VOJS,S,2023-06-26T15:55:38.110000Z,0
118,PRED,S,2023-06-26T15:55:39.280000Z,2
119,ROBS,P,2023-06-27T00:56:29.230000Z,0
119,VINO,P,2023-06-27T00:56:29.570000Z,2
119,PTCC,P,2023-06-27T00:56:29.940000Z,2
119,BAD,P,2023-06-27T00:56:30.090000Z,0
119,DRE,P,2023-06-27T00:56:30.610000Z,0
119,PRED,P,2023-06-27T00:56:30.760000Z,1
119,ROBS,S,2023-06-27T00:56:30.850000Z,1
119,CADS,P,2023-06-27T00:56:31.280000Z,0
119,VINO,S,2023-06-27T00:56:31.970000Z,1
119,PTCC,S,2023-06-27T00:56:32.480000Z,0
119,BAD,S,2023-06-27T00:56:32.900000Z,0
119,DRE,S,2023-06-27T00:56:33.850000Z,2
119,PRED,S,2023-06-27T00:56:34.030000Z,2
119,CADS,S,2023-06-27T00:56:34.950000Z,1
120,VOJS,P,2023-06-27T01:11:58.750000Z,2
120,VOJS,S,2023-06-27T01:12:04.240000Z,2
121,RAVA,P,2023-06-27T01:38:01.490000Z,0
121,MARN,P,2023-06-27T01:38:13.390000Z,2
121,VARA,P,2023-06-27T01:38:17.840000Z,3
121,DOSS,P,2023-06-27T01:38:18.070000Z,2
121,MAGA,P,2023-06-27T01:38:18.410000Z,3
121,LUSI,P,2023-06-27T01:38:19.970000Z,3
121,PANI,P,2023-06-27T01:38:20.790000Z,2
121,VARN,P,2023-06-27T01:38:20.970000Z,3
121,GAGG,P,2023-06-27T01:38:21.780000Z,3
121,ZIAN,P,2023-06-27T01:38:24.100000Z,2
121,MARN,S,2023-06-27T01:38:26.040000Z,3
121,VARA,S,2023-06-27T01:38:33.220000Z,3
121,MAGA,S,2023-06-27T01:38:33.750000Z,3
121,LUSI,S,2023-06-27T01:38:36.160000Z,2
121,PANI,S,2023-06-27T01:38:37.510000Z,3
121,GAGG,S,2023-06-27T01:38:39.340000Z,2
121,RAVA,S,2023-06-27T01:38:55.500000Z,2
122,BRMO,P,2023-06-27T09:42:27.510000Z,0
122,MOSI,P,2023-06-27T09:42:28.040000Z,0
122,BRMO,S,2023-06-27T09:42:28.950000Z,2
122,CARE,P,2023-06-27T09:42:29.700000Z,2
122,MOSI,S,2023-06-27T09:42:29.830000Z,2
122,CARE,S,2023-06-27T09:42:32.160000Z,2
122,FETA,P,2023-06-27T09:42:35.500000Z,2
123,VOJS,P,2023-06-27T10:15:09.980000Z,0
124,BRMO,P,2023-06-27T10:17:17.830000Z,0
124,MOSI,P,2023-06-27T10:17:18.370000Z,2
124,BRMO,S,2023-06-27T10:17:19.270000Z,0
124,CARE,P,2023-06-27T10:17:20.040000Z,1
124,MOSI,S,2023-06-27T10:17:20.230000Z,2
124,CARE,S,2023-06-27T10:17:22.600000Z,0
124,OZOL,P,2023-06-27T10:17:24.400000Z,2
124,MABI,P,2023-06-27T10:17:25.130000Z,0
124,FETA,P,2023-06-27T10:17:26.050000Z,2
124,OZOL,S,2023-06-27T10:17:30.060000Z,0
124,MABI,S,2023-06-27T10:17:31.310000Z,2
125,PANI,P,2023-06-27T10:46:39.900000Z,1
125,GAGG,P,2023-06-27T10:46:40.450000Z,0
125,LUSI,P,2023-06-27T10:46:41.940000Z,0
125,DOSS,P,2023-06-27T10:46:42.110000Z,0
125,ZIAN,P,2023-06-27T10:46:42.940000Z,0
126,GORS,P,2023-06-27T22:35:11.290000Z,0
126,VOJS,P,2023-06-27T22:35:11.870000Z,1
126,CADS,P,2023-06-27T22:35:13.640000Z,3
126,GORS,S,2023-06-27T22:35:15.100000Z,2
126,VOJS,S,2023-06-27T22:35:15.610000Z,0
126,CADS,S,2023-06-27T22:35:18.500000Z,0
127,FUSE,P,2023-06-28T01:24:23.710000Z,0
127,BOO,P,2023-06-28T01:24:24.200000Z,2
127,GEPF,P,2023-06-28T01:24:25.120000Z,0
127,FUSE,S,2023-06-28T01:24:25.260000Z,2
127,PLRO,P,2023-06-28T01:24:26.000000Z,2
127,BOO,S,2023-06-28T01:24:26.110000Z,1
127,BAD,P,2023-06-28T01:24:26.430000Z,3
127,VINO,P,2023-06-28T01:24:26.440000Z,0
127,PTCC,P,2023-06-28T01:24:26.620000Z,0
127,GEPF,S,2023-06-28T01:24:27.610000Z,0
127,PLRO,S,2023-06-28T01:24:29.430000Z,1
127,BAD,S,2023-06-28T01:24:29.830000Z,0
127,VINO,S,2023-06-28T01:24:30.120000Z,2
127,PTCC,S,2023-06-28T01:24:30.430000Z,3
128,VOJS,P,2023-06-28T06:35:40.470000Z,2
129,MYKA,P,2023-06-28T08:32:55.240000Z,2
129,MYKA,S,2023-06-28T08:32:56.920000Z,2
129,ACOM,P,2023-06-28T08:32:57.970000Z,0
129,GORS,P,2023-06-28T08:33:00.740000Z,2
129,ACOM,S,2023-06-28T08:33:01.470000Z,2
129,PLRO,P,2023-06-28T08:33:02.210000Z,2
129,GORS,S,2023-06-28T08:34:02.500000Z,2
129,PLRO,S,2023-06-28T08:34:30.300000Z,0
130,PANI,P,2023-06-28T10:39:40.280000Z,0
130,GAGG,P,2023-06-28T10:39:41.090000Z,0
130,LUSI,P,2023-06-28T10:39:42.570000Z,0
130,DOSS,P,2023-06-28T10:39:42.660000Z,0
130,VARA,P,2023-06-28T10:39:45.060000Z,0
130,CARE,P,2023-06-28T10:39:46.460000Z,1
132,PRED,P,2023-06-28T21:00:02.800000Z,2
132,CADS,P,2023-06-28T21:00:03.740000Z,0
132,ROBS,P,2023-06-28T21:00:04.050000Z,0
132,DRE,P,2023-06-28T21:00:04.700000Z,0
132,PTCC,P,2023-06-28T21:00:05.080000Z,2
132,GORS,P,2023-06-28T21:00:05.190000Z,2
132,VOJS,P,2023-06-28T21:00:07.670000Z,2
132,VOJS,S,2023-06-28T21:00:13.560000Z,3
132,PRED,S,2023-06-28T21:00:45.400000Z,2
132,CADS,S,2023-06-28T21:01:04.500000Z,0
132,ROBS,S,2023-06-28T21:01:09.300000Z,0
132,DRE,S,2023-06-28T21:01:20.200000Z,2
132,PTCC,S,2023-06-28T21:01:26.100000Z,2
132,GORS,S,2023-06-28T21:01:28.200000Z,2
133,CAE,P,2023-06-28T23:02:58.660000Z,1
133,VARN,P,2023-06-28T23:02:59.830000Z,2
133,CAE,S,2023-06-28T23:03:00.590000Z,2
133,CIMO,P,2023-06-28T23:03:01.470000Z,1
133,VARN,S,2023-06-28T23:03:02.580000Z,2
133,CIMO,S,2023-06-28T23:03:57.100000Z,2
134,DST2,P,2023-06-29T07:58:00.980000Z,2
135,VOJS,P,2023-06-29T10:29:46.250000Z,1
135,CADS,P,2023-06-29T10:29:49.830000Z,0
136,VOJS,P,2023-06-29T10:59:02.010000Z,0
136,GORS,P,2023-06-29T10:59:03.180000Z,2
136,DRE,P,2023-06-29T10:59:05.230000Z,2
136,SABO,P,2023-06-29T10:59:05.450000Z,0
136,SABO,S,2023-06-29T10:59:11.380000Z,2
136,DRE,S,2023-06-29T10:59:12.040000Z,2
136,VOJS,S,2023-06-29T11:00:00.600000Z,0
136,GORS,S,2023-06-29T11:00:21.100000Z,3
137,PANI,P,2023-06-29T15:06:33.540000Z,0
137,GAGG,P,2023-06-29T15:06:34.120000Z,0
137,LUSI,P,2023-06-29T15:06:35.600000Z,1
137,DOSS,P,2023-06-29T15:06:35.770000Z,0
137,CARE,P,2023-06-29T15:06:39.430000Z,0
137,ABSI,P,2023-06-29T15:06:42.230000Z,0
138,PANI,P,2023-06-29T15:08:51.830000Z,0
138,GAGG,P,2023-06-29T15:08:52.340000Z,0
138,DOSS,P,2023-06-29T15:08:54.030000Z,0
138,ABSI,P,2023-06-29T15:09:00.640000Z,0
139,PANI,P,2023-06-29T15:17:43.030000Z,0
139,GAGG,P,2023-06-29T15:17:43.610000Z,0
139,LUSI,P,2023-06-29T15:17:45.080000Z,0
139,DOSS,P,2023-06-29T15:17:45.250000Z,0
139,ABSI,P,2023-06-29T15:17:51.880000Z,0
139,PANI,P,2023-06-29T15:23:15.190000Z,0
139,GAGG,P,2023-06-29T15:23:15.620000Z,0
139,LUSI,P,2023-06-29T15:23:17.110000Z,1
139,DOSS,P,2023-06-29T15:23:17.370000Z,0
140,PANI,P,2023-06-29T15:32:50.110000Z,0
140,GAGG,P,2023-06-29T15:32:50.660000Z,0
140,LUSI,P,2023-06-29T15:32:52.180000Z,0
140,DOSS,P,2023-06-29T15:32:52.310000Z,0
140,ABSI,P,2023-06-29T15:32:58.890000Z,0
141,PANI,P,2023-06-29T15:33:18.530000Z,0
141,GAGG,P,2023-06-29T15:33:19.080000Z,0
141,LUSI,P,2023-06-29T15:33:20.530000Z,0
141,DOSS,P,2023-06-29T15:33:20.710000Z,1
142,PANI,P,2023-06-29T16:07:07.820000Z,0
142,GAGG,P,2023-06-29T16:07:08.260000Z,0
142,LUSI,P,2023-06-29T16:07:09.810000Z,0
142,DOSS,P,2023-06-29T16:07:10.020000Z,0
142,OZOL,P,2023-06-29T16:07:10.480000Z,0
142,ZIAN,P,2023-06-29T16:07:10.810000Z,0
143,CADS,P,2023-06-29T19:52:58.440000Z,0
143,ROBS,P,2023-06-29T19:52:58.730000Z,0
143,DRE,P,2023-06-29T19:52:59.030000Z,0
143,PRED,P,2023-06-29T19:52:59.600000Z,2
143,CADS,S,2023-06-29T19:53:00.130000Z,1
143,ROBS,S,2023-06-29T19:53:00.680000Z,2
143,DRE,S,2023-06-29T19:53:01.120000Z,2
143,GORS,P,2023-06-29T19:53:01.240000Z,0
143,VOJS,P,2023-06-29T19:53:02.600000Z,1
143,GORS,S,2023-06-29T19:53:47.600000Z,2
143,VOJS,S,2023-06-29T19:54:11.700000Z,3
144,DST2,P,2023-06-30T01:24:12.880000Z,3
144,TRI,P,2023-06-30T01:24:13.240000Z,2
144,VOJS,P,2023-06-30T01:24:13.950000Z,2
144,SABO,P,2023-06-30T01:24:16.190000Z,2
144,GORS,P,2023-06-30T01:24:17.880000Z,2
144,DRE,P,2023-06-30T01:24:17.980000Z,2
144,CADS,P,2023-06-30T01:24:18.000000Z,2
144,DST2,S,2023-06-30T01:24:18.880000Z,2
144,TRI,S,2023-06-30T01:24:19.450000Z,2
144,ROBS,P,2023-06-30T01:24:20.180000Z,2
144,VOJS,S,2023-06-30T01:24:20.560000Z,2
145,MAGA,P,2023-06-30T06:27:09.020000Z,2
145,RONC,P,2023-06-30T06:27:11.480000Z,2
145,VARA,P,2023-06-30T06:27:13.170000Z,2
145,MAGA,S,2023-06-30T06:27:14.020000Z,0
145,LUSI,P,2023-06-30T06:27:14.070000Z,3
145,MARN,P,2023-06-30T06:27:16.270000Z,2
145,RONC,S,2023-06-30T06:27:17.890000Z,0
145,PANI,P,2023-06-30T06:27:19.920000Z,2
145,MOSI,P,2023-06-30T06:27:22.190000Z,2
145,LUSI,S,2023-06-30T06:27:23.080000Z,2
145,MARN,S,2023-06-30T06:27:25.830000Z,3
145,PANI,S,2023-06-30T06:27:31.240000Z,3
146,SABO,P,2023-06-30T07:56:37.000000Z,3
146,VOJS,P,2023-06-30T07:56:39.700000Z,2
146,DRE,P,2023-06-30T07:56:40.060000Z,0
146,SABO,S,2023-06-30T07:56:40.710000Z,3
146,ROBS,P,2023-06-30T07:56:40.920000Z,2
146,VOJS,S,2023-06-30T07:56:45.250000Z,2
146,DRE,S,2023-06-30T07:56:45.940000Z,3
147,VARN,P,2023-06-30T08:13:37.230000Z,0
147,CAE,P,2023-06-30T08:13:37.930000Z,0
147,POLC,P,2023-06-30T08:13:38.880000Z,2
147,VARN,S,2023-06-30T08:13:39.270000Z,1
147,CAE,S,2023-06-30T08:13:40.660000Z,1
147,CIMO,P,2023-06-30T08:13:40.840000Z,2
147,POLC,S,2023-06-30T08:13:42.320000Z,3
147,CIMO,S,2023-06-30T08:13:46.990000Z,3
148,SABO,P,2023-06-30T11:59:29.910000Z,0
148,DRE,P,2023-06-30T11:59:30.780000Z,0
148,VOJS,P,2023-06-30T11:59:32.030000Z,2
148,CADS,P,2023-06-30T11:59:32.300000Z,0
148,ROBS,P,2023-06-30T11:59:32.590000Z,2
148,VINO,P,2023-06-30T11:59:35.130000Z,0
